,x1,x2,x3,y
0,1.5062390864549724,-2.558605126592976,0.11809505887782396,0
1,4.0900566249128305,4.9245144443402245,4.140624062180525,1
2,4.579133817344459,5.698484711305197,2.377221952886514,1
3,0.7782018911799965,15.738785540701484,0.3142984918316713,1
4,4.499546082114674,10.354029376847093,0.34261989389799175,1
5,2.106085062681131,-9.364346302098225,1.3530529965868356,0
6,3.2212174720107334,-8.810604469166398,5.005674615137363,0
7,0.05407279654052355,-4.461883837772717,0.8753605389764805,0
8,3.815599482469545,4.629279805771548,4.217680100875455,0
9,1.1023383493232997,-7.047111181625274,2.5858196129094564,0
10,2.325543690396725,-13.83476188429804,1.2334773303032045,1
11,1.765697632587722,-12.112446952391442,1.9283135360598431,0
12,0.7489581910489607,6.601119773244388,7.234406850555915,0
13,4.32527387483756,-4.164593823489986,1.6300012781774755,1
14,2.4727376997078605,-4.664073155966134,0.28654132702097757,1
15,0.007351682905959445,13.766522379286641,1.8634108905526483,0
16,3.4610254899352837,-1.7806261766645854,3.023924206877191,1
17,1.191980958417539,6.241673239545146,0.0849438509384203,1
18,1.1730008292378007,8.74791179289226,0.7097337103743865,1
19,1.0956622080666962,-1.3420513292453489,6.122492579146366,0
20,4.693233923488982,-1.3897528646249016,0.36025590431628873,1
21,3.9401324029728126,-11.869395316156483,0.4520750269103655,0
22,4.0173189075249525,11.15920715366148,0.9755798773390658,1
23,2.8465701906362764,-6.853213848099962,2.572661514535551,1
24,3.318856114728117,3.924802362032468,0.5938778408141497,1
25,2.7843105944138404,-11.531645603253148,4.3886902170411695,0
26,2.001065223065504,-7.409458188237158,0.39202176163315894,0
27,2.519778478201464,1.6506123819361558,3.019629196764107,0
28,4.977457960655379,-3.700302938109038,2.7835541300615003,1
29,0.42083629644170395,3.480457326437522,1.253232788680454,1
30,4.9711455648349485,11.548995480299707,2.0745830890753103,1
31,0.11480301128805936,-16.943636530243843,0.37457830471674314,0
32,1.6160727085420117,7.505845413076899,0.9060558643951344,0
33,4.795317981715341,-15.905185886402887,2.9140832363724147,1
34,4.904984866159366,-1.765807311185064,12.602209136867888,0
35,2.812307544235002,-2.232563788205405,3.9192366609157796,0
36,0.1337159800638088,0.18452924044413477,3.1828813199768273,0
37,2.0890132573828257,-2.9067666281330578,3.124766861056174,0
38,2.9444419042459202,-1.1796584565005945,1.6491148171683907,1
39,3.301793414506517,9.954848557594286,6.335040411370493,1
40,2.9900662660639754,-14.173412921762342,0.33338843725654327,1
41,2.3165968564862456,7.329541380828665,2.23180055346231,1
42,3.3494701085681604,0.5963149228648583,3.7131073992037322,0
43,2.4277500887024654,14.781470635996616,1.6627738558010252,0
44,1.1544329975297334,-1.291506908727682,0.2646246104914431,0
45,4.166306317350934,0.6800216776333095,1.6605871712492308,1
46,3.47980306695555,-8.626349527567703,3.169107059135225,0
47,1.1203635154873433,1.6120786256580786,12.205897269350405,0
48,0.7945945612413535,20.895232362861606,9.50470028547033,0
49,4.251522811424299,6.312720924171379,4.237721977802751,0
50,4.853668523828991,-9.346378418684429,1.6407505460534377,1
51,2.407776309963246,2.7321030478820982,2.1440126619274142,0
52,1.2304685908361468,9.91615105544869,0.3080495116141273,0
53,3.1512516643713773,-5.754897226519293,2.2719430146302777,0
54,4.975833800866808,26.038299202090908,1.1404264819505057,1
55,3.2012687240297315,-3.8298910152968206,1.8339993584383203,0
56,0.9762092538797063,-10.550278233069701,2.7838243254313326,0
57,4.586364360214928,14.073057617683077,0.08262599314781463,1
58,2.1773274854252995,1.2407097867074484,1.7271010790499712,0
59,2.4402172404890172,1.054724756807629,0.39592903583672256,1
60,0.011484460236036997,-0.6358762931798614,4.470308797009001,0
61,1.617927752815353,2.5414236380373234,2.070431284303001,0
62,4.3755524024601575,-12.531925255562761,2.593991197818401,0
63,2.9193689462365304,9.916382506208077,5.395430776323212,1
64,0.9830857267019932,5.17725937503628,4.543368534121477,0
65,2.665160487833461,12.08002275593994,1.5314081014101282,1
66,3.3165403261245907,19.528938362793646,2.7836411795895346,1
67,3.8491620503498725,-3.352225003404638,2.260766684514939,0
68,3.7309441622788158,-1.9492155054775884,6.982161299134098,0
69,0.27019411353035316,-6.566183151953673,1.6756707625265097,0
70,0.28548025576500047,5.475257467195438,2.118504234958107,0
71,3.524191137116444,-4.053948417951586,1.1487963271679258,1
72,1.456356557357531,0.046444969516490575,2.6807493604149895,0
73,4.451548520273855,1.6980862349412211,1.8740209258113327,1
74,0.8051984685827634,10.00631722776146,4.189302096118942,1
75,3.8241865454399675,8.04415303225634,0.8396257023544766,1
76,4.285937783045448,2.8431063694969834,0.8326928637843355,0
77,3.1887328565464306,3.842414238944006,1.4321097447964835,1
78,3.430218704067568,-10.76341552628297,1.0755165833704765,0
79,1.0344941795793927,12.440089606885234,2.0826371349458617,0
80,1.0133589800383018,-10.107107059894933,2.9102109309196895,0
81,4.4330692043678495,0.896348476193727,2.7764926501598124,0
82,0.23284138977253288,-5.777089680166705,6.681871422408303,0
83,2.7077854498326785,3.287868819814999,2.957327723456974,1
84,0.5243341476062086,-0.24205351907930828,5.208457479469936,0
85,0.0809904255844307,14.32663828259495,5.043290000901721,0
86,0.5458372803575767,4.587282349620979,1.0335536594884789,0
87,2.6393063880035896,-10.709496039686401,1.1568812158588742,0
88,0.6654244432550199,28.971322418360522,0.2169175695819921,1
89,1.0395620015083284,4.068749115656881,3.3003368540261504,0
90,0.23010218842910435,-6.440927532693065,3.028036689654683,0
91,3.7331408891242135,-2.6251323946798824,0.4794333242123575,1
92,0.3405112531348703,10.610116444736756,0.23523483428914252,1
93,0.3991523569100741,2.154151256296343,7.70470968027375,0
94,1.6856048411723712,0.7482910168518204,0.5132156533406558,0
95,3.629454372581607,1.7193140358621237,7.907566763573267,0
96,3.7764818621866114,15.225445089965781,2.401315551329793,1
97,3.5173357952358253,10.931145847775998,2.7293369363340227,1
98,2.444135705512907,25.377343116462235,3.6732598261118667,1
99,1.5487846326649564,-12.630386263060746,3.710592568135005,0
100,0.7536141558468767,5.025807673180938,0.7968195642151288,1
101,0.24502190387398814,-1.0368800150874775,5.418397386905478,0
102,2.9473167040062624,-6.093821000279661,0.1223914983727616,0
103,1.9605679780353964,4.281633748040557,1.5750531832030306,1
104,2.432060641175056,11.581417377207577,6.118086164289576,1
105,3.653880226457586,3.8319758051956123,1.2771969556031757,1
106,3.342061474069829,15.993204745881258,1.4201527530263593,1
107,1.6513759180616834,15.662173866097795,1.083188668552672,1
108,0.9570174753642191,5.110674071847292,0.26632640491869086,1
109,2.208193817677487,1.4673657596272371,0.906300761496898,1
